make_model,make,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Fiat Punto,Fiat,"SP Voghera Novara, km 0,550,  27050 Casei Gerola, IT",9950.0,Coupe,Used,Yes,125164.0,Manual,Diesel,Dealer,1100.0,5.0,141.0,Front,Alloy wheels,1160.0,Yes,Part/Full Leather,1.0,unefficient,5.0,70.0,6.0,Standard,Standard,Safety Premium Package
Fiat 500,Fiat,"Bundesstraße 90,  8740 Zeltweg, AT",30800.0,Coupe,Demonstration,Yes,16.0,Automatic,Electric,Dealer,0.0,1.0,0.0,Front,Alloy wheels,1365.0,No,Part/Full Leather,1.0,efficient,1.0,87.0,2.359,Standard,Plus,Safety Premium Package
Fiat Fullback,Fiat,"Postweg 11,  73084 Salach, DE",18999.0,Off-Road/Pick-up,Used,No,112000.0,Manual,Diesel,Dealer,2442.0,6.0,169.0,4WD,"All season tyres, Alloy wheels, Automatically dimming interior mirror, Touch screen, Trailer hitch, Voice Control, Winter tyres",1805.0,Yes,Cloth,1.0,efficient,5.0,133.0,6.4,Premium,Standard,Safety Premium Package
Fiat 500X,Fiat,"Siriusstraße 11,  85614 Kirchseon, DE",19980.0,Off-Road/Pick-up,Used,No,5.0,Automatic,Benzine,Dealer,1332.0,6.0,130.0,Front,"Alloy wheels (16""), Emergency tyre repair kit, Touch screen, Voice Control",1320.0,Yes,Cloth,1.0,efficient,1.0,110.0,5.7,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"LA TIERRA, S/N. P.I. SAN JULIAN,  29004 MALAGA, ES",13950.0,Off-Road/Pick-up,Used,Yes,90000.0,Manual,Diesel,Dealer,1600.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,1.0,unefficient,5.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat Freemont,Fiat,"Austr. 92,  74076 Heilbronn, DE",9990.0,Off-Road/Pick-up,Used,No,191800.0,Automatic,Diesel,Dealer,1956.0,6.0,194.0,4WD,"Alloy wheels, Automatically dimming interior mirror, Roof rack, Touch screen, Trailer hitch",2089.0,No,Part/Full Leather,2.0,efficient,9.0,125.0,7.3,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Chaussée Moncheur de Rieudotte 21,  5300 Andenne, BE",26990.0,Off-Road/Pick-up,Used,Yes,10.0,Automatic,Benzine,Dealer,1332.0,6.0,137.0,Front,"Alloy wheels (18""), Sport suspension",1320.0,Yes,Part/Full Leather,1.0,unefficient,1.0,110.0,5.8,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"Ctra. Logroño, 28,  50011 ZARAGOZA, ES",24490.0,Off-Road/Pick-up,Pre-registered,Yes,1.0,Automatic,Benzine,Dealer,1.0,6.0,138.0,Front,Alloy wheels,1320.0,No,Part/Full Leather,1.0,unefficient,0.0,110.0,5.6,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Kalmthoutsesteenweg 22,  2910 Essen, BE",17300.0,Off-Road/Pick-up,Used,No,54000.0,Automatic,Benzine,Dealer,1368.0,6.0,133.0,Front,"Alloy wheels (17""), Roof rack, Touch screen",1320.0,No,Part/Full Leather,2.0,unefficient,6.0,100.0,5.7,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Rue de Steppes 18A,  4000 Liège, BE",19990.0,Off-Road/Pick-up,Used,No,35000.0,Manual,Benzine,Dealer,999.0,6.0,130.0,4WD,"Alloy wheels (19""), Ambient lighting, Electronic parking brake, Emergency tyre repair kit, Range extender, Sport package, Sport seats, Sport suspension, Summer tyres, Touch screen, Voice Control",1320.0,Yes,Part/Full Leather,1.0,unefficient,1.0,88.0,5.7,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"C/ GIBRALTAR S/N,  11011 CADIZ, ES",29399.0,Off-Road/Pick-up,Pre-registered,Yes,1.0,Automatic,Benzine,Dealer,1500.0,6.0,138.0,Front,Alloy wheels,1320.0,No,Part/Full Leather,1.0,unefficient,0.0,97.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Bestel gemakkelijk Online 24/7,  1000 Brussel, BE",14600.0,Off-Road/Pick-up,Used,Yes,75951.0,Manual,Benzine,Dealer,1368.0,6.0,139.0,Front,"Alloy wheels, Automatically dimming interior mirror, Spoiler",1295.0,No,Part/Full Leather,1.0,unefficient,5.0,104.0,6.0,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"Bestel gemakkelijk Online 24/7,  1000 Brussel, BE",21800.0,Off-Road/Pick-up,Used,Yes,22476.0,Automatic,Benzine,Dealer,1332.0,6.0,153.0,Front,"Alloy wheels, Automatically dimming interior mirror, Spoiler, Trailer hitch",1295.0,No,Part/Full Leather,1.0,unefficient,2.0,110.0,6.7,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"C. Arroyo Totalán, 36,  29730 Rincón de la Victoria, ES",15390.0,Off-Road/Pick-up,Used,Yes,23994.0,Manual,Benzine,Dealer,1598.0,6.0,138.0,Front,Alloy wheels,1320.0,No,Part/Full Leather,1.0,unefficient,3.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Karl-Heinz-Klingen-Straße 106,  46539 Dinslaken, DE",15465.0,Off-Road/Pick-up,Used,No,47000.0,Manual,Benzine,Dealer,1368.0,6.0,0.0,Front,"Alloy wheels, Touch screen, Trailer hitch",1320.0,Yes,Cloth,2.0,unefficient,5.0,103.0,5.9,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"CTRA. REDONDELA-SANGUIÑEDA,46,  36418 MOS, ES",17900.0,Off-Road/Pick-up,Used,Yes,15000.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,Alloy wheels,1320.0,No,Cloth,1.0,unefficient,2.0,88.0,5.8,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Uniquement Sur Rendez-vous,  4040 Herstal, BE",14990.0,Off-Road/Pick-up,Used,No,90000.0,Automatic,Benzine,Dealer,1368.0,6.0,139.0,Front,"Alloy wheels, Roof rack",1320.0,No,Cloth,1.0,unefficient,7.0,100.0,6.0,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Chaussée d’Andenne 20,  5363 Hamois, BE",20700.0,Off-Road/Pick-up,Used,Yes,10000.0,Manual,Benzine,Dealer,999.0,6.0,132.0,Front,"Alloy wheels (19""), Automatically dimming interior mirror, Sport seats, Touch screen, Voice Control",1320.0,Yes,Part/Full Leather,1.0,unefficient,2.0,82.0,5.7,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"Carretera de Su Eminencia s/n,  41006 Sevilla, ES",15400.0,Off-Road/Pick-up,Used,Yes,42603.0,Manual,Diesel,Dealer,1248.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Part/Full Leather,1.0,unefficient,3.0,70.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Emmericher Straße 112,  47138 Duisburg, DE",15870.0,Off-Road/Pick-up,Used,No,54836.0,Manual,Benzine,Dealer,1598.0,5.0,142.0,Front,"Alloy wheels, Catalytic Converter, Roof rack, Touch screen",1350.0,Yes,Part/Full Leather,1.0,unefficient,3.0,81.0,6.0,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"Austr. 92,  74076 Heilbronn, DE",16990.0,Off-Road/Pick-up,Used,Yes,47847.0,Automatic,Benzine,Dealer,1368.0,6.0,159.0,4WD,"Alloy wheels, Automatically dimming interior mirror, E10-enabled, Roof rack, Shift paddles, Summer tyres, Touch screen, Voice Control, Winter tyres",1505.0,No,Part/Full Leather,1.0,unefficient,7.0,125.0,6.7,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Rugenbarg 41,  22848 Norderstedt, DE",15350.0,Off-Road/Pick-up,Used,Yes,29000.0,Manual,Benzine,Dealer,1598.0,5.0,156.0,Front,"Alloy wheels, Catalytic Converter, Sport suspension",1395.0,Yes,Cloth,1.0,unefficient,3.0,81.0,6.8,Premium,Standard,Safety Premium Package
Fiat 500X,Fiat,"Bergweg 2,  82407 Wielenbach, DE",22835.0,Off-Road/Pick-up,Used,No,5.0,Automatic,Benzine,Dealer,1332.0,6.0,130.0,Front,"Alloy wheels (16""), Emergency tyre repair kit, Touch screen, Voice Control",1320.0,Yes,Cloth,1.0,efficient,1.0,110.0,5.7,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"Rademachersweg 5,  45894 Gelsenkirchen, DE",16990.0,Off-Road/Pick-up,Used,No,20350.0,Manual,Benzine,Dealer,1598.0,5.0,156.0,Front,"Alloy wheels, Catalytic Converter, Touch screen",1395.0,No,Cloth,1.0,unefficient,4.0,81.0,6.8,Premium,Standard,Safety Premium Package
Fiat 500X,Fiat,"Bergweg 2,  82407 Wielenbach, DE",23350.0,Off-Road/Pick-up,Used,No,5.0,Automatic,Benzine,Dealer,1332.0,6.0,130.0,Front,"Alloy wheels (17""), Emergency tyre repair kit, Touch screen, Voice Control",1320.0,Yes,Part/Full Leather,1.0,efficient,1.0,110.0,5.7,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"Emmericher Straße 112,  47138 Duisburg, DE",20960.0,Off-Road/Pick-up,Used,No,17595.0,Manual,Benzine,Dealer,999.0,6.0,137.0,Front,"Alloy wheels, Catalytic Converter, Sport package, Sport suspension, Touch screen, Voice Control",1395.0,Yes,Part/Full Leather,2.0,unefficient,1.0,88.0,6.0,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"CARRETERA FUENCARRAL A HORTALEZA 89 D,  28050 MADRID, ES",14663.0,Off-Road/Pick-up,Used,Yes,57838.0,Manual,Benzine,Dealer,1000.0,6.0,138.0,Front,Alloy wheels,1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,5.9,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Emmericher Straße 112,  47138 Duisburg, DE",18490.0,Off-Road/Pick-up,Used,No,45333.0,Manual,Benzine,Dealer,999.0,6.0,137.0,Front,"Alloy wheels, Catalytic Converter, Touch screen",1395.0,Yes,Part/Full Leather,2.0,unefficient,2.0,88.0,6.0,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"Karl-Heinz-Klingen-Straße 106,  46539 Dinslaken, DE",18890.0,Off-Road/Pick-up,Used,No,33987.0,Automatic,Benzine,Dealer,1368.0,7.0,133.0,Front,"Alloy wheels, Shift paddles, Touch screen, Voice Control",1395.0,Yes,Part/Full Leather,2.0,unefficient,4.0,103.0,5.7,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"Madrid,  28034 Madrid, ES",13950.0,Off-Road/Pick-up,Used,Yes,115745.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Part/Full Leather,2.0,unefficient,6.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Karl-Heinz-Klingen-Straße 106,  46539 Dinslaken, DE",14980.0,Off-Road/Pick-up,Used,No,27949.0,Manual,Benzine,Dealer,1598.0,5.0,147.0,Front,"Alloy wheels, Catalytic Converter, Touch screen",1350.0,Yes,Cloth,2.0,unefficient,4.0,81.0,6.4,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"Lützner Str. 505,  04209 Leipzig, DE",17900.0,Off-Road/Pick-up,Used,No,11877.0,Manual,Benzine,Dealer,1368.0,6.0,0.0,Front,"Alloy wheels, Touch screen, Voice Control",1320.0,Yes,Cloth,2.0,unefficient,4.0,103.0,5.9,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"RUA REAL 60,  36860 PONTEAEREAS, ES",13950.0,Off-Road/Pick-up,Used,Yes,115745.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,2.0,unefficient,6.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Madrid,  28034 Madrid, ES",14990.0,Off-Road/Pick-up,Used,Yes,34159.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,Alloy wheels,1320.0,No,Cloth,2.0,unefficient,5.0,81.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Chaussée de Bastogne, 36,  6840 Neufchâteau, BE",14990.0,Off-Road/Pick-up,Used,Yes,65000.0,Manual,Benzine,Dealer,1368.0,6.0,139.0,Front,"Alloy wheels (17"")",1320.0,Yes,Cloth,1.0,unefficient,4.0,100.0,6.0,Standard,Plus,Safety Premium Plus Package
Fiat 500X,Fiat,"Illinger Str. 48,  66646 Marpingen, DE",34990.0,Off-Road/Pick-up,Pre-registered,No,99.0,Automatic,Benzine,Dealer,1332.0,6.0,135.0,Front,"Alloy wheels, Catalytic Converter, Touch screen, Voice Control",1395.0,Yes,Part/Full Leather,1.0,unefficient,0.0,110.0,5.9,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"Nationale 4,  6970 Tenneville, BE",12250.0,Off-Road/Pick-up,Used,No,87079.0,Manual,Benzine,Dealer,1598.0,5.0,147.0,Front,Alloy wheels,1275.0,No,Cloth,1.0,unefficient,4.0,81.0,6.4,Standard,Standard,Safety Premium Plus Package
Fiat 500X,Fiat,"Karl-Heinz-Klingen-Straße 106,  46539 Dinslaken, DE",18960.0,Off-Road/Pick-up,Used,No,45298.0,Automatic,Benzine,Dealer,1368.0,6.0,152.0,Front,"Alloy wheels, Catalytic Converter, Touch screen",1395.0,Yes,Cloth,2.0,unefficient,4.0,103.0,5.7,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"Av. Laboral, 10,  28021 MADRID, ES",13290.0,Off-Road/Pick-up,Used,Yes,110962.0,Manual,Diesel,Dealer,1248.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,1.0,unefficient,3.0,70.0,4.2,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Carretera de Su Eminencia s/n,  41006 Sevilla, ES",18400.0,Off-Road/Pick-up,Used,Yes,28016.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,1.0,unefficient,3.0,88.0,4.7,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"RUA REAL 60,  36860 PONTEAEREAS, ES",14990.0,Off-Road/Pick-up,Used,Yes,34159.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,Alloy wheels,1320.0,No,Cloth,2.0,unefficient,5.0,81.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Radeberger Straße 1,  68309 Mannheim, DE",14949.0,Off-Road/Pick-up,Used,Yes,45700.0,Manual,Benzine,Dealer,1598.0,5.0,151.0,Front,"All season tyres, Cargo barrier, Catalytic Converter, Electronic parking brake",1275.0,Yes,Cloth,2.0,unefficient,6.0,81.0,6.4,Premium,Standard,Safety Premium Package
Fiat 500X,Fiat,"PLAZA NORTE 2. N I, SALIDA 19,  28703 SAN SEBASTIAN DE LOS REYES, ES",15290.0,Off-Road/Pick-up,Used,Yes,13193.0,Manual,Diesel,Dealer,1.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,1.0,unefficient,3.0,70.0,4.2,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"SEVILLA,  41001 SEVILLA, ES",14990.0,Off-Road/Pick-up,Used,Yes,34159.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,Alloy wheels,1320.0,No,Cloth,2.0,unefficient,5.0,81.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"SEVILLA,  41001 SEVILLA, ES",13950.0,Off-Road/Pick-up,Used,Yes,115745.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,2.0,unefficient,6.0,88.0,4.1,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"VRDA. SANTA CRUZ,S/N,  02006 ALBACETE, ES",13990.0,Off-Road/Pick-up,Used,Yes,97100.0,Manual,Benzine,Dealer,1598.0,5.0,138.0,Front,Alloy wheels,1320.0,No,Cloth,2.0,unefficient,6.0,81.0,6.4,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Chaussée de Bastogne, 36,  6840 Neufchâteau, BE",13990.0,Off-Road/Pick-up,Used,Yes,121000.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,"Alloy wheels (17""), Roof rack",1320.0,Yes,Cloth,1.0,unefficient,6.0,85.0,4.1,Standard,Standard,Safety Premium Plus Package
Fiat 500X,Fiat,"AVDA. ANDALUCIA, S/N,  18015 GRANADA, ES",19900.0,Off-Road/Pick-up,Used,Yes,39422.0,Manual,Diesel,Dealer,1956.0,6.0,109.0,4WD,Alloy wheels,1430.0,No,Cloth,2.0,unefficient,4.0,103.0,4.9,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"CIUTAT DE LLIRIA, 76,  46980 PATERNA, ES",15490.0,Off-Road/Pick-up,Used,Yes,46000.0,Manual,Diesel,Dealer,1248.0,5.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,1.0,unefficient,3.0,70.0,4.2,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Otto-Hahn-Straße 3,  77652 Offenburg, DE",16888.0,Off-Road/Pick-up,Used,No,77700.0,Automatic,Benzine,Dealer,1368.0,6.0,157.0,4WD,"Alloy wheels, Shift paddles, Touch screen",1505.0,Yes,Cloth,3.0,unefficient,5.0,125.0,6.7,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"PLAZA NORTE 2. N I, SALIDA 19,  28703 SAN SEBASTIAN DE LOS REYES, ES",13590.0,Off-Road/Pick-up,Used,Yes,106287.0,Manual,Diesel,Dealer,1.0,6.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,1.0,unefficient,3.0,70.0,4.2,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"C/ MOTORS, 144,  08040 BARCELONA, ES",15950.0,Off-Road/Pick-up,Used,Yes,12900.0,Manual,Diesel,Dealer,1248.0,5.0,109.0,Front,Alloy wheels,1320.0,No,Cloth,2.0,unefficient,2.0,70.0,4.0,Standard,Standard,Safety Standard Package
Fiat Fullback,Fiat,"Uniquement Sur Rendez-vous - Enkel op afspraak,  6224 Wanfercée-Baulet, BE",24990.0,Off-Road/Pick-up,Used,Yes,73000.0,Automatic,Diesel,Dealer,2442.0,6.0,180.0,4WD,"Alloy wheels, Emergency tyre, Emergency tyre repair kit, Shift paddles, Spare tyre, Touch screen, Trailer hitch",1805.0,No,Part/Full Leather,1.0,efficient,4.0,133.0,7.1,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"12 rue Emile Mathis,  67800 Bischheim, FR",14499.0,Off-Road/Pick-up,Used,No,101803.0,Manual,Diesel,Dealer,1598.0,6.0,113.0,Front,"Alloy wheels, Voice Control",1320.0,No,Cloth,1.0,unefficient,6.0,90.0,4.1,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Rue Pont à Migneloux 1C,  6041 Gosselies, BE",11998.0,Off-Road/Pick-up,Used,Yes,116764.0,Manual,Benzine,Dealer,1598.0,5.0,128.0,Front,"Alloy wheels (16""), Automatically dimming interior mirror, Electronic parking brake, Emergency tyre repair kit, Summer tyres, Touch screen, Voice Control",1275.0,Yes,Cloth,1.0,unefficient,6.0,81.0,6.4,Premium,Standard,Safety Premium Package
Fiat Fullback,Fiat,"Via Don Giuseppe Allamano, 2,  23884 Castello di Brianza - Lecco -   Lc, IT",22500.0,Off-Road/Pick-up,Used,Yes,93986.0,Manual,Diesel,Dealer,2442.0,6.0,173.0,4WD,Alloy wheels,1805.0,No,Cloth,1.0,efficient,4.0,133.0,6.6,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"C/ CIUTAT D´ASUNCIO 34,  08030 BARCELONA, ES",19900.0,Off-Road/Pick-up,Used,Yes,37000.0,Automatic,Diesel,Dealer,1956.0,6.0,109.0,4WD,Alloy wheels,1320.0,No,Cloth,1.0,unefficient,3.0,110.0,6.2,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Via Reiss Romoli, 160/E,  10148 Torino - To, IT",21990.0,Off-Road/Pick-up,Pre-registered,Yes,1.0,Manual,Benzine,Dealer,999.0,6.0,130.0,Front,Alloy wheels,1395.0,No,Part/Full Leather,1.0,unefficient,0.0,88.0,5.4,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"9 boulevard Jules Ferry,  75011 Paris, FR",19190.0,Off-Road/Pick-up,Used,No,12588.0,Manual,Benzine,Dealer,1000.0,6.0,156.0,Front,Summer tyres,1395.0,No,Part/Full Leather,1.0,unefficient,2.0,88.0,5.5,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"Via Nazionale Per Donnas, 69,  11026 Pont Saint Martin - Aosta - Ao, IT",18900.0,Off-Road/Pick-up,Used,No,39822.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,"Alloy wheels, Electronic parking brake, Emergency tyre repair kit, Touch screen",1395.0,No,Part/Full Leather,3.0,unefficient,5.0,88.0,4.1,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Corso Moro Aldo, 118,  71045 Orta Nova - Foggia, IT",15300.0,Off-Road/Pick-up,Used,Yes,76000.0,Manual,Diesel,Dealer,1248.0,5.0,107.0,Front,"Alloy wheels, Electronic parking brake, Sport seats, Touch screen",1395.0,Yes,Cloth,1.0,unefficient,6.0,70.0,4.1,Standard,Standard,Safety Premium Plus Package
Fiat 500X,Fiat,"Corso Pavia, 59,  27029 Vigevano - Pavia - Pv, IT",17500.0,Off-Road/Pick-up,Used,Yes,77958.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,"Alloy wheels, Electronic parking brake, Roof rack",1320.0,No,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Gentsesteenweg 356,  9160 Lokeren, BE",13499.0,Off-Road/Pick-up,Used,Yes,65000.0,Manual,Benzine,Dealer,1598.0,5.0,147.0,Front,"Alloy wheels (17""), Automatically dimming interior mirror, Electronic parking brake, Summer tyres, Touch screen, Voice Control",1275.0,Yes,Part/Full Leather,1.0,unefficient,5.0,81.0,6.4,Standard,Standard,Safety Premium Package
Fiat Fullback,Fiat,"Hönigtalerstraße 46,  8301 Kainbach bei Graz, AT",29990.0,Off-Road/Pick-up,Used,No,86642.0,Automatic,Diesel,Dealer,2442.0,5.0,196.0,4WD,"Alloy wheels, Shift paddles, Touch screen, Voice Control",1950.0,No,Part/Full Leather,1.0,efficient,3.0,133.0,7.5,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Via Della Repubblica, 60,  13900 Biella - Bi, IT",17490.0,Off-Road/Pick-up,Used,No,60588.0,Manual,Liquid/Natural Gas,Dealer,1368.0,6.0,145.0,Front,"Alloy wheels, Electronic parking brake, Emergency tyre repair kit, Touch screen",1320.0,No,Cloth,1.0,unefficient,4.0,88.0,8.9,Premium,Standard,Safety Premium Package
Fiat 500X,Fiat,"Via Guglielmo Reiss Romoli 243,  10148 Torino, IT",25000.0,Off-Road/Pick-up,Employee's car,Yes,10038.0,Manual,Diesel,Dealer,1598.0,6.0,115.0,Front,"Alloy wheels (18""), Touch screen, Voice Control",1395.0,No,Cloth,2.0,unefficient,1.0,96.0,4.3,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Viale Roma, 8,  35010 Massanzago - Pd, IT",25990.0,Off-Road/Pick-up,Pre-registered,Yes,100.0,Manual,Diesel,Dealer,1598.0,6.0,115.0,Front,"Alloy wheels (18""), Electronic parking brake, Touch screen",1395.0,No,Cloth,2.0,unefficient,1.0,96.0,4.3,Premium,Plus,Safety Premium Package
Fiat 500X,Fiat,"Via Dei Crispolti 38- 40,  00159 Roma - RM, IT",16500.0,Off-Road/Pick-up,Used,Yes,119000.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,"Alloy wheels (16""), Ambient lighting, Automatically dimming interior mirror, Awning, Cargo barrier, Electronic parking brake, Smoker's package, Spoiler, Sport package, Sport seats, Sport suspension, Voice Control",1395.0,Yes,Part/Full Leather,1.0,unefficient,4.0,88.0,4.1,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"Av. Laboral, 10,  28021 MADRID, ES",18790.0,Off-Road/Pick-up,Used,Yes,11864.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,"Alloy wheels, Sport package",1320.0,No,Part/Full Leather,1.0,unefficient,2.0,88.0,6.7,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"23 broute de Warnécourt,  80000 CHARLEVILLE MEZIERES, FR",20999.0,Off-Road/Pick-up,Used,Yes,44431.0,Manual,Diesel,Dealer,1598.0,6.0,144.0,Front,Alloy wheels,1320.0,No,Part/Full Leather,1.0,unefficient,2.0,90.0,4.1,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Visteonstraße 1 / Europaring,  50170 Kerpen-Sindorf, DE",25750.0,Off-Road/Pick-up,Used,No,1800.0,Automatic,Benzine,Dealer,1332.0,6.0,140.0,Front,"Alloy wheels, Shift paddles, Touch screen",1320.0,No,Cloth,1.0,unefficient,0.0,110.0,6.1,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"Carretera de Su Eminencia s/n,  41006 Sevilla, ES",17400.0,Off-Road/Pick-up,Used,Yes,62002.0,Manual,Benzine,Dealer,999.0,6.0,138.0,Front,Alloy wheels,1320.0,No,Cloth,2.0,unefficient,1.0,88.0,6.6,Standard,Standard,Safety Standard Package
Fiat 500X,Fiat,"Via Foggia, 2,  00041 Albano Laziale - Roma – Rm, IT",19900.0,Off-Road/Pick-up,Used,No,43000.0,Manual,Diesel,Dealer,1598.0,6.0,124.0,Front,"Alloy wheels, Electronic parking brake, Emergency tyre repair kit, Smoker's package, Spare tyre, Touch screen, Voice Control",1320.0,No,Part/Full Leather,1.0,unefficient,3.0,88.0,4.7,Standard,Plus,Safety Premium Package
Fiat 500X,Fiat,"134 avenue de Colmar,  67100 Strasbourg, FR",20999.0,Off-Road/Pick-up,Used,Yes,36131.0,Manual,Diesel,Dealer,1598.0,6.0,122.0,Front,"Emergency tyre, Shift paddles, Voice Control",1320.0,No,Part/Full Leather,1.0,unefficient,3.0,90.0,4.1,Standard,Standard,Safety Premium Package
Fiat 500X,Fiat,"Rue Guimauve 1a,  7033 Cuesmes, BE",16490.0,Off-Road/Pick-up,Used,Yes,48000.0,Manual,Diesel,Dealer,1598.0,6.0,109.0,Front,"Alloy wheels, Automatically dimming interior mirror, Electronic parking brake, Emergency tyre, Smoker's package, Spare tyre, Summer tyres, Touch screen, Voice Control",1320.0,No,Part/Full Leather,1.0,unefficient,5.0,85.0,4.1,Premium,Standard,Safety Premium Package
